,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,nP
sum,285.0,18643.0,1450.0,1867.0,20910.0,10003.0,31652.0,152795.0,640.0,0.0,0.0,0.0,0.0,0.0,18643.0,41655.0,2792.0,100
mean,2.85,186.43,14.5,18.67,209.1,100.03,316.52,1527.95,6.4,0.0,0.0,0.0,0.0,0.0,186.43,416.55,27.92,100
std,5.914158666054938,190.96164166098538,11.557934875480939,14.3984111076272,292.79856557025676,139.1985323706447,524.3713018675052,1000.3711672285554,4.824181513244218,0.0,0.0,0.0,0.0,0.0,190.96164166098538,561.9855559990089,21.833474438590986,100
