,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,nP
sum,348.0,20748.0,1735.0,2221.0,14145.0,10800.0,48317.0,142587.0,760.0,0.0,0.0,0.0,0.0,0.0,20748.0,59117.0,3329.0,100
mean,3.48,207.48,17.35,22.21,141.45,108.0,483.17,1425.87,7.6,0.0,0.0,0.0,0.0,0.0,207.48,591.17,33.29,100
std,6.062769310898423,173.69080155683127,11.042960187240089,13.054118124178286,260.11583957921516,122.22921008490482,798.7379066598464,1015.0785972952384,4.2923469599092785,0.0,0.0,0.0,0.0,0.0,173.69080155683127,858.6563035206564,19.918163377260274,100
