,nRIDES,nREJECTED,OUT,STARTS_DAY,OPENS_APP,RECEIVES_REQUEST,ACCEPTS_REQUEST,REJECTS_REQUEST,IS_ACCEPTED_BY_TRAVELLER,IS_REJECTED_BY_TRAVELLER,ARRIVES_AT_PICKUP,MEETS_TRAVELLER_AT_PICKUP,DEPARTS_FROM_PICKUP,ARRIVES_AT_DROPOFF,CONTINUES_SHIFT,STARTS_REPOSITIONING,REPOSITIONED,DECIDES_NOT_TO_DRIVE,ENDS_SHIFT,TRAVEL,WAIT,CRUISE,OPERATIONS,IDLE,PAX_KM,REVENUE,nV
sum,76.0,0.0,0.0,0.0,0.0,3720.0,233.0,0.0,2197.0,0.0,8173.0,0.0,2249.0,13688.0,0.0,0.0,0.0,0.0,68275.0,13688.0,0.0,8173.0,4679.0,41735.0,203.133,34.1571,10
mean,7.6,0.0,0.0,0.0,0.0,372.0,23.3,0.0,219.7,0.0,817.3,0.0,224.9,1368.8,0.0,0.0,0.0,0.0,6827.5,1368.8,0.0,817.3,467.9,4173.5,20.3133,3.41571,10
std,2.8751811537130436,0.0,0.0,0.0,0.0,259.08256942098166,6.896859188548557,0.0,90.74390092758607,0.0,437.83610581535595,0.0,84.78266332216747,597.7537211185817,0.0,0.0,0.0,0.0,2546.8397083444415,597.7537211185817,0.0,437.83610581535595,152.19391869877353,2526.516541274435,8.82192729069007,1.6837543172921636,10
