,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,LOSES_PATIENCE,TRAVEL,WAIT,OPERATIONS,nP
sum,6000.0,123278.0,6880.0,12000.0,76230.0,762930.0,2107897.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,123278.0,839160.0,22000.0,400
mean,15.0,308.195,17.2,30.0,190.575,1907.325,5269.7425,10.0,0.0,0.0,0.0,0.0,0.0,0.0,308.195,2097.9,55.0,400
std,0.0,179.07140585808213,4.495611895592142,0.0,711.8519736968769,3778.149589438651,4828.326842856369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.07140585808213,3899.278828637246,0.0,400
