,nRIDES,nREJECTED,OUT,STARTS_DAY,OPENS_APP,RECEIVES_REQUEST,ACCEPTS_REQUEST,REJECTS_REQUEST,IS_ACCEPTED_BY_TRAVELLER,IS_REJECTED_BY_TRAVELLER,ARRIVES_AT_PICKUP,MEETS_TRAVELLER_AT_PICKUP,DEPARTS_FROM_PICKUP,ARRIVES_AT_DROPOFF,CONTINUES_SHIFT,STARTS_REPOSITIONING,REPOSITIONED,DECIDES_NOT_TO_DRIVE,ENDS_SHIFT,TRAVEL,WAIT,CRUISE,OPERATIONS,IDLE,PAX_KM,REVENUE,nV
sum,62.0,0.0,0.0,0.0,0.0,1461.0,88.0,0.0,987.0,0.0,8881.0,3600.0,1890.0,11580.0,0.0,0.0,0.0,0.0,63723.0,11580.0,3600.0,8881.0,2965.0,36697.0,179.862,16.521300000000004,5
mean,12.4,0.0,0.0,0.0,0.0,292.2,17.6,0.0,197.4,0.0,1776.2,720.0,378.0,2316.0,0.0,0.0,0.0,0.0,12744.6,2316.0,720.0,1776.2,593.0,7339.4,35.9724,3.3042600000000006,5
std,5.727128425310542,0.0,0.0,0.0,0.0,129.8160236642611,5.272570530585627,0.0,83.29645850815028,0.0,771.5187619235193,1609.9689437998486,159.59323293924464,970.7358033986384,0.0,0.0,0.0,0.0,7190.135972288702,970.7358033986384,1609.9689437998486,771.5187619235193,241.38869070443212,7492.417019894181,15.255814245722842,1.4857309776672225,5
