,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,nP
sum,107.0,9434.0,645.0,867.0,166050.0,5429.0,18725.0,2176946.0,290.0,0.0,0.0,0.0,0.0,0.0,9434.0,24154.0,1264.0,300
mean,0.3566666666666667,31.446666666666665,2.15,2.89,553.5,18.096666666666668,62.416666666666664,7256.486666666667,0.9666666666666667,0.0,0.0,0.0,0.0,0.0,31.446666666666665,80.51333333333334,4.213333333333333,300
std,2.2700880794623983,108.74301802315787,6.616147774289617,8.85093385470338,184.8082708916637,68.79090018830942,311.9751025390269,4296.0442242149065,2.959970773304744,0.0,0.0,0.0,0.0,0.0,108.74301802315787,350.6675475697996,13.057929415657874,300
