,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,nP
sum,119.0,18859.0,1295.0,1890.0,145755.0,11806.0,36889.0,2171998.0,620.0,0.0,0.0,0.0,0.0,0.0,18859.0,48695.0,2629.0,300
mean,0.39666666666666667,62.86333333333334,4.316666666666666,6.3,485.85,39.35333333333333,122.96333333333334,7239.993333333333,2.066666666666667,0.0,0.0,0.0,0.0,0.0,62.86333333333334,162.31666666666666,8.763333333333334,300
std,2.3660055288956476,150.57576673327372,8.565880178533837,12.239663579874039,250.91310338741783,110.84887640487368,487.6065721661481,4310.086760095912,4.055908059796304,0.0,0.0,0.0,0.0,0.0,150.57576673327372,533.8246894368945,17.185024657060232,300
