,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,nP
sum,105.0,12571.0,825.0,1119.0,160515.0,8394.0,24160.0,2176894.0,380.0,0.0,0.0,0.0,0.0,0.0,12571.0,32554.0,1604.0,300
mean,0.35,41.903333333333336,2.75,3.73,535.05,27.98,80.53333333333333,7256.3133333333335,1.2666666666666666,0.0,0.0,0.0,0.0,0.0,41.903333333333336,108.51333333333334,5.346666666666667,300
std,2.2681818334144728,127.21130601016404,7.270743591585522,9.883456330155981,207.17218736449954,96.5580193649338,315.85174259435155,4296.334973264679,3.3315491323044832,0.0,0.0,0.0,0.0,0.0,127.21130601016404,385.11247085266274,14.278635098981104,300
