,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,LOSES_PATIENCE,TRAVEL,WAIT,OPERATIONS,nP
sum,1488.0,27195.0,2131.0,3000.0,15111.0,72074.0,636158.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,27195.0,87185.0,5488.0,100
mean,14.88,271.95,21.31,30.0,151.11,720.74,6361.58,10.0,0.0,0.0,0.0,0.0,0.0,0.0,271.95,871.85,54.88,100
std,0.6240953048172607,154.39182575054244,4.444256309149388,0.0,108.31910349434295,2412.959273790111,4363.2994284860015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.39182575054244,2427.210259524171,0.6240953048172608,100
