,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,nP
sum,63.0,9282.0,872.0,1170.0,36285.0,4662.0,19802.0,164068.0,390.0,0.0,0.0,0.0,0.0,0.0,9282.0,24464.0,1623.0,100
mean,0.63,92.82,8.72,11.7,362.85,46.62,198.02,1640.68,3.9,0.0,0.0,0.0,0.0,0.0,92.82,244.64,16.23,100
std,2.783991030985203,142.95873389184584,10.824663197223888,14.706213900005915,304.0013083105819,83.13901951344246,490.5812050903284,991.1765468728096,4.902071300001973,0.0,0.0,0.0,0.0,0.0,142.95873389184584,510.0478789171452,20.574012734515357,100
