,nRIDES,nREJECTED,OUT,STARTS_DAY,OPENS_APP,RECEIVES_REQUEST,ACCEPTS_REQUEST,REJECTS_REQUEST,IS_ACCEPTED_BY_TRAVELLER,IS_REJECTED_BY_TRAVELLER,ARRIVES_AT_PICKUP,MEETS_TRAVELLER_AT_PICKUP,DEPARTS_FROM_PICKUP,ARRIVES_AT_DROPOFF,CONTINUES_SHIFT,STARTS_REPOSITIONING,REPOSITIONED,DECIDES_NOT_TO_DRIVE,ENDS_SHIFT,TRAVEL,WAIT,CRUISE,OPERATIONS,IDLE,PAX_KM,REVENUE,nV
sum,32.0,0.0,0.0,0.0,0.0,711.0,53.0,0.0,479.0,0.0,13276.0,3600.0,960.0,4250.0,0.0,0.0,0.0,0.0,26176.0,4250.0,3600.0,13276.0,1492.0,3558.0,66.127,4.7808,5
mean,6.4,0.0,0.0,0.0,0.0,142.2,10.6,0.0,95.8,0.0,2655.2,720.0,192.0,850.0,0.0,0.0,0.0,0.0,5235.2,850.0,720.0,2655.2,298.4,711.6,13.225399999999999,0.95616,5
std,4.8270073544588685,0.0,0.0,0.0,0.0,94.62927665368683,6.6558245169174945,0.0,59.83895052555651,0.0,4337.134618616305,1609.9689437998486,144.81022063376605,721.2659010378904,0.0,0.0,0.0,0.0,4948.563397593286,721.2659010378904,1609.9689437998486,4337.134618616305,205.00560967934513,8890.146416117117,11.21430703610348,1.122674684848643,5
