,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,nP
sum,61.0,6763.0,687.0,960.0,40590.0,14436.0,11668.0,169750.0,313.0,0.0,0.0,0.0,0.0,0.0,6763.0,26104.0,1334.0,100
mean,0.61,67.63,6.87,9.6,405.9,144.36,116.68,1697.5,3.13,0.0,0.0,0.0,0.0,0.0,67.63,261.04,13.34,100
std,2.781232195494027,118.64041716825926,9.644860462097592,14.064785167864521,292.79856557025687,997.8050610204275,293.2446794405689,967.3594539421803,4.637691431971494,0.0,0.0,0.0,0.0,0.0,118.64041716825926,1087.4252317964097,19.739833081893327,100
