,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,nP
sum,61.0,6073.0,642.0,854.0,42435.0,3753.0,12975.0,167057.0,290.0,0.0,0.0,0.0,0.0,0.0,6073.0,16728.0,1205.0,100
mean,0.61,60.73,6.42,8.54,424.35,37.53,129.75,1670.57,2.9,0.0,0.0,0.0,0.0,0.0,60.73,167.28,12.05,100
std,2.781232195494027,115.87940919226105,9.760961204531224,13.522461672971,285.86626720771505,85.35043093392126,347.56804071906976,973.5411178691007,4.560480215720687,0.0,0.0,0.0,0.0,0.0,115.87940919226105,387.947723230329,19.211410224871127,100
