,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,LOSES_PATIENCE,TRAVEL,WAIT,OPERATIONS,LOST_PATIENCE,nP
sum,2974.0,56291.0,4668.0,5962.0,25917.0,358761.0,1125634.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,56291.0,384678.0,10936.0,0.0,200
mean,14.87,281.455,23.34,29.81,129.585,1793.805,5628.17,10.0,0.0,0.0,0.0,0.0,0.0,0.0,281.455,1923.39,54.68,0.0,200
std,1.2967295545673514,168.41519039796833,6.6600436113078585,2.144034613085935,707.3135194871128,3708.8721479750584,4726.115031136852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.41519039796833,3777.3704458692737,2.4957451229228043,0.0,200
