,nRIDES,nREJECTED,OUT,STARTS_DAY,OPENS_APP,RECEIVES_REQUEST,ACCEPTS_REQUEST,REJECTS_REQUEST,IS_ACCEPTED_BY_TRAVELLER,IS_REJECTED_BY_TRAVELLER,ARRIVES_AT_PICKUP,MEETS_TRAVELLER_AT_PICKUP,DEPARTS_FROM_PICKUP,ARRIVES_AT_DROPOFF,CONTINUES_SHIFT,STARTS_REPOSITIONING,REPOSITIONED,DECIDES_NOT_TO_DRIVE,ENDS_SHIFT,TRAVEL,WAIT,CRUISE,OPERATIONS,IDLE,PAX_KM,TTRAV,DIST,DRIVING_TIME,DRIVING_DIST,FARE,COMMISSION,REVENUE,PICKUP_DIST,TRAVEL_DIST,OPERATING_COST,PROFIT,nV
sum,72.0,0.0,0.0,0.0,0.0,91160.0,1065.0,0.0,1387.0,0.0,28727.0,0.0,2160.0,16303.0,0.0,0.0,0.0,0.0,75188.0,16303.0,0.0,28727.0,4612.0,25546.0,163.39200000000002,3002.0,30.02,45030.0,450.3,45.0915,9.0183,36.0732,287.27,317.29,15.864500000000001,20.2087,10
mean,7.2,0.0,0.0,0.0,0.0,9116.0,106.5,0.0,138.7,0.0,2872.7,0.0,216.0,1630.3,0.0,0.0,0.0,0.0,7518.8,1630.3,0.0,2872.7,461.2,2554.6,16.3392,300.2,3.002,4503.0,45.03,4.50915,0.90183,3.60732,28.726999999999997,31.729000000000003,1.5864500000000001,2.02087,10
std,3.2930904093942583,0.0,0.0,0.0,0.0,3532.310480879807,50.224496015390734,0.0,65.32321350195673,0.0,4070.5272399421565,0.0,98.79271228182775,805.0160867957857,0.0,0.0,0.0,0.0,1100.1108833002043,805.0160867957857,0.0,4070.5272399421565,213.7474106405866,4551.951796268888,8.064903895549186,105.54388239548094,1.0554388239548096,3939.4974298760494,39.394974298760495,1.5818143775424476,0.3163628755084895,1.265451502033958,40.70527239942156,40.17856682638422,2.0089283413192107,2.849110885502509,10
