,100,200,300,400,500
10,1.174199713,1.427546296,1.309964414,1.5457,1.618
20,1.31434723,1.36972611,1.486251287,1.551668208,1.529899315
30,1.353303698,1.427331039,1.550023592,1.6245615,1.72756726
40,1.204910094,1.431877662,1.468382365,1.543781578,1.702640591
50,1.184084684,1.363098163,1.479466985,1.477275783,1.522802232
