,nRIDES,nREJECTED,OUT,STARTS_DAY,OPENS_APP,RECEIVES_REQUEST,ACCEPTS_REQUEST,REJECTS_REQUEST,IS_ACCEPTED_BY_TRAVELLER,IS_REJECTED_BY_TRAVELLER,ARRIVES_AT_PICKUP,MEETS_TRAVELLER_AT_PICKUP,DEPARTS_FROM_PICKUP,ARRIVES_AT_DROPOFF,CONTINUES_SHIFT,STARTS_REPOSITIONING,REPOSITIONED,DECIDES_NOT_TO_DRIVE,ENDS_SHIFT,TRAVEL,WAIT,CRUISE,OPERATIONS,IDLE,PAX_KM,TTRAV,DIST,DRIVING_TIME,DRIVING_DIST,FARE,COMMISSION,REVENUE,PICKUP_DIST,TRAVEL_DIST,OPERATING_COST,PROFIT,LOST_PATIENCE,nV
sum,100.0,0.0,0.0,0.0,0.0,84787.0,1260.0,0.0,4283.0,0.0,13051.0,0.0,3000.0,22664.0,0.0,0.0,0.0,0.0,86945.0,22664.0,0.0,13051.0,8543.0,42687.0,273.91700000000003,2509.0,25.09,35715.0,357.15,37.69200000000001,7.5384,30.1536,130.51,155.6,7.78,22.3736,0.0,10
mean,10.0,0.0,0.0,0.0,0.0,8478.7,126.0,0.0,428.3,0.0,1305.1,0.0,300.0,2266.4,0.0,0.0,0.0,0.0,8694.5,2266.4,0.0,1305.1,854.3,4268.7,27.391700000000004,250.9,2.509,3571.5,35.714999999999996,3.7692000000000005,0.7538400000000001,3.0153600000000003,13.050999999999998,15.559999999999999,0.778,2.23736,0.0,10
std,3.2998316455372216,0.0,0.0,0.0,0.0,1816.5806738057202,40.74309757492672,0.0,242.32854190586428,0.0,406.7823469347923,0.0,98.99494936611666,658.2318402778428,0.0,0.0,0.0,0.0,1981.6565040389821,658.2318402778428,0.0,406.7823469347923,337.15345994896086,2773.6243457092587,7.751424586630655,94.01826063767258,0.9401826063767258,1018.6656031844361,10.186656031844363,1.4068714937761728,0.28137429875523456,1.1254971950209383,4.067823469347924,3.5195106983152584,0.1759755349157629,1.222193543683742,0.0,10
