,nRIDES,nREJECTED,OUT,STARTS_DAY,OPENS_APP,RECEIVES_REQUEST,ACCEPTS_REQUEST,REJECTS_REQUEST,IS_ACCEPTED_BY_TRAVELLER,IS_REJECTED_BY_TRAVELLER,ARRIVES_AT_PICKUP,MEETS_TRAVELLER_AT_PICKUP,DEPARTS_FROM_PICKUP,ARRIVES_AT_DROPOFF,CONTINUES_SHIFT,STARTS_REPOSITIONING,REPOSITIONED,DECIDES_NOT_TO_DRIVE,ENDS_SHIFT,TRAVEL,WAIT,CRUISE,OPERATIONS,IDLE,PAX_KM,TTRAV,DIST,DRIVING_TIME,DRIVING_DIST,FARE,COMMISSION,REVENUE,PICKUP_DIST,TRAVEL_DIST,OPERATING_COST,PROFIT,nV
sum,43,0,0,0,0,16391,645,0,860,0,5765,0,1290,8505,0,0,0,0,74534,8505,0,5765,2795,57469,85.209,2809,28.09,14270,142.7,42.195,8.439,33.756,57.65,85.74,4.287,29.469,10
mean,4.3,0,0,0,0,1639.1,64.5,0,86,0,576.5,0,129,850.5,0,0,0,0,7453.4,850.5,0,576.5,279.5,5746.9,8.5209,280.9,2.809,1427,14.27,4.2195,0.8439,3.3756,5.765,8.574,0.4287,2.9469,10
std,1.418136492,0,0,0,0,450.8304559,21.27204739,0,28.36272985,0,156.1411399,0,42.54409477,313.4720438,0,0,0,0,392.6398406,313.4720438,0,156.1411399,92.17887201,591.3691177,3.138154782,163.7609708,1.637609708,299.350779,2.99350779,2.458566147,0.491713229,1.966852918,1.561411399,2.790675745,0.139533787,1.845404873,10
