,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,LOSES_PATIENCE,TRAVEL,WAIT,OPERATIONS,LOST_PATIENCE,nP
sum,1500.0,28335.0,2283.0,2992.0,9638.0,163988.0,570165.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,28335.0,173626.0,5492.0,0.0,100
mean,15.0,283.35,22.83,29.92,96.38,1639.88,5701.65,10.0,0.0,0.0,0.0,0.0,0.0,0.0,283.35,1736.26,54.92,0.0,100
std,0.0,153.00573535166924,6.346963005559382,0.7999999999999999,83.58492687081802,3546.9597346448577,4332.035139749008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.00573535166924,3549.99148560652,0.7999999999999999,0.0,100
