,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,LOSES_PATIENCE,TRAVEL,WAIT,OPERATIONS,LOST_PATIENCE,nP
sum,1500.0,28759.0,2283.0,2963.0,10421.0,163685.0,570165.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,28759.0,174106.0,5463.0,0.0,100
mean,15.0,287.59,22.83,29.63,104.21,1636.85,5701.65,10.0,0.0,0.0,0.0,0.0,0.0,0.0,287.59,1741.06,54.63,0.0,100
std,0.0,159.60355525014108,6.346963005559382,3.0005218401356974,89.59609648333183,3548.3378962209295,4332.035139749008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.60355525014108,3556.4173830449436,3.0005218401356974,0.0,100
