,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,nP
sum,269.0,28625.0,2391.0,3153.0,116850.0,19886.0,58228.0,1971760.0,1060.0,0.0,0.0,0.0,0.0,0.0,28625.0,78114.0,4482.0,300
mean,0.8966666666666666,95.41666666666667,7.97,10.51,389.5,66.28666666666666,194.09333333333333,6572.533333333334,3.533333333333333,0.0,0.0,0.0,0.0,0.0,95.41666666666667,260.38,14.94,300
std,3.5090883753918085,163.1559046422193,10.954867887600592,14.286950567624258,296.86024210810314,125.19939076147979,699.6866794885656,4408.524356921955,4.788037862995707,0.0,0.0,0.0,0.0,0.0,163.1559046422193,731.8245642978234,20.5290331972399,300
