,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,LOST_PATIENCE,nP
sum,387.0,23864.0,2112.0,2658.0,3690.0,16403.0,50420.0,147493.0,898.0,0.0,0.0,0.0,0.0,0.0,23864.0,66823.0,3943.0,10.0,100
mean,3.87,238.64,21.12,26.58,36.9,164.03,504.2,1474.93,8.98,0.0,0.0,0.0,0.0,0.0,238.64,668.23,39.43,0.1,100
std,6.498881022564925,168.5731876543823,8.452218643646177,9.398237530881453,146.79020279420433,153.58802661402976,773.2687930225985,1152.5162743871658,3.01504644251213,0.0,0.0,0.0,0.0,0.0,168.5731876543823,778.6237516064203,15.097163423449567,0.30151134457776363,100
