,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,nP
sum,135.0,5976.0,640.0,810.0,43050.0,5176.0,10035.0,160880.0,270.0,0.0,0.0,0.0,0.0,0.0,5976.0,15211.0,1215.0,100
mean,1.35,59.76,6.4,8.1,430.5,51.76,100.35,1608.8,2.7,0.0,0.0,0.0,0.0,0.0,59.76,152.11,12.15,100
std,4.31435236896992,127.86460010337481,10.349449797506683,13.38588130015421,283.24820468018055,128.80288910744292,247.7576762920095,1051.7392137490042,4.461960433384737,0.0,0.0,0.0,0.0,0.0,127.86460010337481,298.6634501653097,20.415568925343585,100
