,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,nP
sum,149.0,7000.0,664.0,840.0,43665.0,3354.0,14911.0,159543.0,273.0,0.0,0.0,0.0,0.0,0.0,7000.0,18265.0,1262.0,100
mean,1.49,70.0,6.64,8.4,436.65,33.54,149.11,1595.43,2.73,0.0,0.0,0.0,0.0,0.0,70.0,182.65,12.62,100
std,4.493530703335428,140.26684525855666,10.906878563548783,13.537825795626391,280.4695332668222,84.43016599114874,401.4310737470345,1061.562877330049,4.453701218700525,0.0,0.0,0.0,0.0,0.0,140.26684525855666,418.66310495975813,20.669002800514516,100
