,nRIDES,nREJECTED,OUT,STARTS_DAY,OPENS_APP,RECEIVES_REQUEST,ACCEPTS_REQUEST,REJECTS_REQUEST,IS_ACCEPTED_BY_TRAVELLER,IS_REJECTED_BY_TRAVELLER,ARRIVES_AT_PICKUP,MEETS_TRAVELLER_AT_PICKUP,DEPARTS_FROM_PICKUP,ARRIVES_AT_DROPOFF,CONTINUES_SHIFT,STARTS_REPOSITIONING,REPOSITIONED,DECIDES_NOT_TO_DRIVE,ENDS_SHIFT,TRAVEL,WAIT,CRUISE,OPERATIONS,IDLE,PAX_KM,TTRAV,DIST,DRIVING_TIME,DRIVING_DIST,FARE,COMMISSION,REVENUE,PICKUP_DIST,TRAVEL_DIST,OPERATING_COST,PROFIT,LOST_PATIENCE,nV
sum,500.0,0.0,0.0,0.0,0.0,467049.0,5083.0,0.0,18073.0,0.0,39284.0,0.0,14860.0,88074.0,0.0,0.0,0.0,0.0,447527.0,88074.0,0.0,39284.0,38016.0,282153.0,1283.9460000000001,11447.0,114.46999999999998,127358.0,1273.58,172.10699999999997,34.421400000000006,137.68560000000002,392.84000000000003,507.31,25.365499999999997,112.3201,0.0,50
mean,10.0,0.0,0.0,0.0,0.0,9340.98,101.66,0.0,361.46,0.0,785.68,0.0,297.2,1761.48,0.0,0.0,0.0,0.0,8950.54,1761.48,0.0,785.68,760.32,5643.06,25.67892,228.94,2.2893999999999997,2547.16,25.4716,3.4421399999999993,0.6884280000000002,2.7537120000000006,7.856800000000001,10.1462,0.5073099999999999,2.246402,0.0,50
std,5.646020812962716,0.0,0.0,0.0,0.0,2831.9174256525002,49.793700937580695,0.0,274.93444190740956,0.0,538.1136531193661,0.0,168.618758488745,1061.644454877163,0.0,0.0,0.0,0.0,3202.129044360126,1061.644454877163,0.0,538.1136531193661,468.2324749654224,4513.340287120719,17.453208731172545,112.00863851525389,1.1200863851525389,1546.3888066151053,15.463888066151053,1.6797636284153012,0.3359527256830603,1.3438109027322411,5.381136531193661,5.572415623188118,0.2786207811594059,1.2972855450925684,0.0,50
