,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,LOSES_PATIENCE,TRAVEL,WAIT,OPERATIONS,nP
sum,1500.0,28766.0,2228.0,2995.0,13525.0,75631.0,577178.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,28766.0,89156.0,5495.0,100
mean,15.0,287.66,22.28,29.95,135.25,756.31,5771.78,10.0,0.0,0.0,0.0,0.0,0.0,0.0,287.66,891.56,54.95,100
std,0.0,165.18897779161412,5.43107407945847,0.5000000000000001,128.13568999504022,2294.5082600536757,4489.6164029971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.18897779161412,2329.889594297584,0.5000000000000001,100
