,nRIDES,nREJECTED,OUT,STARTS_DAY,OPENS_APP,RECEIVES_REQUEST,ACCEPTS_REQUEST,REJECTS_REQUEST,IS_ACCEPTED_BY_TRAVELLER,IS_REJECTED_BY_TRAVELLER,ARRIVES_AT_PICKUP,MEETS_TRAVELLER_AT_PICKUP,DEPARTS_FROM_PICKUP,ARRIVES_AT_DROPOFF,CONTINUES_SHIFT,STARTS_REPOSITIONING,REPOSITIONED,DECIDES_NOT_TO_DRIVE,ENDS_SHIFT,TRAVEL,WAIT,CRUISE,OPERATIONS,IDLE,PAX_KM,TTRAV,DIST,DRIVING_TIME,DRIVING_DIST,FARE,COMMISSION,REVENUE,PICKUP_DIST,TRAVEL_DIST,OPERATING_COST,PROFIT,LOST_PATIENCE,nV
sum,100.0,0.0,0.0,0.0,0.0,91763.0,1215.0,0.0,3463.0,0.0,11563.0,0.0,2994.0,22215.0,0.0,0.0,0.0,0.0,82777.0,22215.0,0.0,11563.0,7672.0,41327.0,269.063,3188.0,31.880000000000003,33778.0,337.78,47.876999999999995,9.5754,38.3016,115.63000000000001,147.51,7.375500000000001,30.926099999999998,0.0,10
mean,10.0,0.0,0.0,0.0,0.0,9176.3,121.5,0.0,346.3,0.0,1156.3,0.0,299.4,2221.5,0.0,0.0,0.0,0.0,8277.7,2221.5,0.0,1156.3,767.2,4132.7,26.906299999999998,318.8,3.188,3377.8,33.778,4.787699999999999,0.9575400000000001,3.8301600000000002,11.563,14.751,0.73755,3.0926099999999996,0.0,10
std,3.711842908553348,0.0,0.0,0.0,0.0,1868.9258382527887,44.41283598240491,0.0,187.79305986466414,0.0,506.60000657981317,0.0,110.83140349197063,841.6460393511964,0.0,0.0,0.0,0.0,1082.8916073796738,841.6460393511964,0.0,506.60000657981317,303.5924900256922,1750.8378343588026,9.940390390835876,146.45727477094928,1.4645727477094925,1218.3349110796896,12.183349110796897,2.194514502116584,0.43890290042331687,1.7556116016932672,5.066000065798131,6.244368929950675,0.31221844649753383,1.5005915370279812,0.0,10
