,nRIDES,nREJECTED,OUT,STARTS_DAY,OPENS_APP,RECEIVES_REQUEST,ACCEPTS_REQUEST,REJECTS_REQUEST,IS_ACCEPTED_BY_TRAVELLER,IS_REJECTED_BY_TRAVELLER,ARRIVES_AT_PICKUP,MEETS_TRAVELLER_AT_PICKUP,DEPARTS_FROM_PICKUP,ARRIVES_AT_DROPOFF,CONTINUES_SHIFT,STARTS_REPOSITIONING,REPOSITIONED,DECIDES_NOT_TO_DRIVE,ENDS_SHIFT,TRAVEL,WAIT,CRUISE,OPERATIONS,IDLE,PAX_KM,TTRAV,DIST,DRIVING_TIME,DRIVING_DIST,FARE,COMMISSION,REVENUE,PICKUP_DIST,TRAVEL_DIST,OPERATING_COST,PROFIT,LOST_PATIENCE,nV
sum,100.0,0.0,0.0,0.0,0.0,89521.0,1260.0,0.0,3667.0,0.0,12312.0,0.0,2989.0,21716.0,0.0,0.0,0.0,0.0,84525.0,21716.0,0.0,12312.0,7916.0,42581.0,269.48900000000003,3067.0,30.67,34028.0,340.28000000000003,46.069500000000005,9.213899999999999,36.855599999999995,123.12000000000003,153.79000000000002,7.6895,29.1661,0.0,10
mean,10.0,0.0,0.0,0.0,0.0,8952.1,126.0,0.0,366.7,0.0,1231.2,0.0,298.9,2171.6,0.0,0.0,0.0,0.0,8452.5,2171.6,0.0,1231.2,791.6,4258.1,26.948900000000002,306.7,3.067,3402.8,34.028000000000006,4.60695,0.9213899999999999,3.6855599999999997,12.312000000000003,15.379000000000001,0.76895,2.91661,0.0,10
std,2.0,0.0,0.0,0.0,0.0,1474.5349134934418,22.58317958127243,0.0,175.80295156162134,0.0,317.21664521270003,0.0,61.903957870236376,431.02931068161325,0.0,0.0,0.0,0.0,1670.5892672946275,431.02931068161325,0.0,317.21664521270003,244.11800425204203,2089.2508731866337,4.400147029109116,154.43304913996442,1.5443304913996443,620.2560044942016,6.202560044942017,2.3184211276211233,0.4636842255242246,1.8547369020968985,3.1721664521270005,3.747157292905887,0.18735786464529436,1.7586844056787954,0.0,10
