,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,LOSES_PATIENCE,TRAVEL,WAIT,OPERATIONS,nP
sum,1500.0,28296.0,1870.0,2970.0,7911.0,92780.0,630804.0,990.0,0.0,0.0,0.0,0.0,0.0,0.0,28296.0,100691.0,5460.0,100
mean,15.0,282.96,18.7,29.7,79.11,927.8,6308.04,9.9,0.0,0.0,0.0,0.0,0.0,0.0,282.96,1006.91,54.6,100
std,0.0,151.97633521257993,3.379976689896315,3.0000000000000004,107.09901913178246,2641.347635835415,4583.853420453365,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,151.97633521257993,2688.4430479593975,4.000000000000001,100
