,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,LOST_PATIENCE,nP
sum,308.0,34909.0,2948.0,4009.0,223245.0,52361.0,92668.0,3645509.0,1350.0,0.0,0.0,0.0,0.0,0.0,34909.0,145029.0,5667.0,365.0,500
mean,0.616,69.818,5.896,8.018,446.49,104.722,185.336,7291.018,2.7,0.0,0.0,0.0,0.0,0.0,69.818,290.058,11.334,0.73,500
std,2.8721145666857266,139.43839862111167,9.886387880852203,13.266260336909319,274.5702232854649,789.0381912496384,838.3974999006615,4217.939909937514,4.444040841171016,0.0,0.0,0.0,0.0,0.0,139.43839862111167,1176.5335562805287,18.906012764125453,0.4444040841171015,500
