,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,LOSES_PATIENCE,TRAVEL,WAIT,OPERATIONS,nP
sum,3000.0,60475.0,3550.0,6000.0,27713.0,337247.0,1066235.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,60475.0,364960.0,11000.0,200
mean,15.0,302.375,17.75,30.0,138.565,1686.235,5331.175,10.0,0.0,0.0,0.0,0.0,0.0,0.0,302.375,1824.8,55.0,200
std,0.0,164.27230847485615,4.186302142480963,0.0,149.09946016032555,3646.594465491571,4466.625904328803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.27230847485615,3746.295191024254,0.0,200
