,nRIDES,nREJECTED,OUT,STARTS_DAY,OPENS_APP,RECEIVES_REQUEST,ACCEPTS_REQUEST,REJECTS_REQUEST,IS_ACCEPTED_BY_TRAVELLER,IS_REJECTED_BY_TRAVELLER,ARRIVES_AT_PICKUP,MEETS_TRAVELLER_AT_PICKUP,DEPARTS_FROM_PICKUP,ARRIVES_AT_DROPOFF,CONTINUES_SHIFT,STARTS_REPOSITIONING,REPOSITIONED,DECIDES_NOT_TO_DRIVE,ENDS_SHIFT,TRAVEL,WAIT,CRUISE,OPERATIONS,IDLE,PAX_KM,REVENUE,nV
sum,200.0,0.0,0.0,0.0,0.0,284057.0,2325.0,0.0,2881.0,0.0,21048.0,0.0,6000.0,41083.0,0.0,0.0,0.0,0.0,506566.0,41083.0,0.0,21048.0,11206.0,433229.0,546.751,546.751,40
mean,5.0,0.0,0.0,0.0,0.0,7101.425,58.125,0.0,72.025,0.0,526.2,0.0,150.0,1027.075,0.0,0.0,0.0,0.0,12664.15,1027.075,0.0,526.2,280.15,10830.725,13.668775,13.668775,40
std,3.9483849343425965,0.0,0.0,0.0,0.0,4671.531703389075,44.831414981358435,0.0,57.46146423295244,0.0,518.8307959940262,0.0,118.45154803027789,860.8475962528786,0.0,0.0,0.0,0.0,5627.47271940898,860.8475962528786,0.0,518.8307959940262,219.09131101917882,6801.679098830049,11.577206114154459,11.577206114154459,40
