veh,nRIDES,nREJECTED,OUT,STARTS_DAY,OPENS_APP,RECEIVES_REQUEST,ACCEPTS_REQUEST,REJECTS_REQUEST,IS_ACCEPTED_BY_TRAVELLER,IS_REJECTED_BY_TRAVELLER,ARRIVES_AT_PICKUP,MEETS_TRAVELLER_AT_PICKUP,DEPARTS_FROM_PICKUP,ARRIVES_AT_DROPOFF,CONTINUES_SHIFT,STARTS_REPOSITIONING,REPOSITIONED,DECIDES_NOT_TO_DRIVE,ENDS_SHIFT,TRAVEL,WAIT,CRUISE,OPERATIONS,IDLE,PAX_KM,TTRAV,DIST,DRIVING_TIME,DRIVING_DIST,FARE,COMMISSION,REVENUE,PICKUP_DIST,TRAVEL_DIST,OPERATING_COST,PROFIT,LOST_PATIENCE
22,5.0,0.0,False,0,0,11898.0,75.0,0,66.0,0,201.0,0.0,150.0,719.0,0,0,0,0,8490.0,719.0,0.0,201.0,291.0,7279.0,7.218,348,3.48,920.0,9.200000000000001,5.2245,1.0449,4.1796,2.0100000000000002,5.49,0.2745,3.9050999999999996,False
23,10.0,0.0,False,0,0,10925.0,120.0,0,276.0,0,830.0,0.0,300.0,2269.0,0,0,0,0,6879.0,2269.0,0.0,830.0,696.0,3084.0,27.888,404,4.04,3099.0,30.990000000000002,6.0615000000000006,1.2123000000000002,4.849200000000001,8.3,12.34,0.617,4.232200000000001,False
24,11.0,0.0,False,0,0,7820.0,105.0,0,342.0,0,841.0,0.0,330.0,2558.0,0,0,0,0,9603.0,2558.0,0.0,841.0,777.0,5427.0,34.11,110,1.1,3399.0,33.99,1.6590000000000003,0.3318000000000001,1.3272000000000004,8.41,9.51,0.47550000000000003,0.8517000000000003,False
25,15.0,0.0,False,0,0,9998.0,159.0,0,357.0,0,961.0,0.0,450.0,2476.0,0,0,0,0,7198.0,2476.0,0.0,961.0,966.0,2795.0,32.441,563,5.63,3437.0,34.37,8.4495,1.6899000000000002,6.759600000000001,9.61,15.239999999999998,0.762,5.9976,False
26,4.0,0.0,False,0,0,13391.0,38.0,0,67.0,0,442.0,0.0,120.0,705.0,0,0,0,0,6836.0,705.0,0.0,442.0,225.0,5464.0,7.706,254,2.54,1147.0,11.47,3.8145000000000002,0.7629000000000001,3.0516000000000005,4.42,6.96,0.34800000000000003,2.7036000000000007,False
27,13.0,0.0,False,0,0,9710.0,180.0,0,335.0,0,949.0,0.0,390.0,2609.0,0,0,0,0,7426.0,2609.0,0.0,949.0,905.0,2963.0,28.965,416,4.16,3558.0,35.58,6.243,1.2486000000000002,4.994400000000001,9.49,13.65,0.6825000000000001,4.3119000000000005,False
28,16.0,0.0,False,0,0,8974.0,150.0,0,716.0,0,1226.0,180.0,480.0,3081.0,0,0,0,0,6792.0,3081.0,180.0,1226.0,1346.0,959.0,45.798,108,1.08,4307.0,43.07,1.6260000000000001,0.32520000000000004,1.3008000000000002,12.26,13.34,0.667,0.6338000000000001,False
29,9.0,0.0,False,0,0,10599.0,105.0,0,433.0,0,1083.0,0.0,270.0,1689.0,0,0,0,0,7420.0,1689.0,0.0,1083.0,808.0,3840.0,25.314,336,3.36,2772.0,27.72,5.04,1.008,4.032,10.83,14.19,0.7095,3.3225,False
30,11.0,0.0,False,0,0,11666.0,150.0,0,342.0,0,276.0,0.0,330.0,1494.0,0,0,0,0,7341.0,1494.0,0.0,276.0,822.0,4749.0,17.781,206,2.06,1770.0,17.7,3.096,0.6192000000000001,2.4768000000000003,2.7600000000000002,4.82,0.24100000000000002,2.2358000000000002,False
31,12.0,0.0,False,0,0,8675.0,120.0,0,621.0,0,910.0,0.0,360.0,2189.0,0,0,0,0,8724.0,2189.0,0.0,910.0,1101.0,4524.0,32.28,261,2.61,3099.0,30.990000000000002,3.9285000000000005,0.7857000000000002,3.1428000000000007,9.1,11.709999999999999,0.5855,2.5573000000000006,False
32,13.0,0.0,False,0,0,8978.0,129.0,0,310.0,0,1223.0,0.0,390.0,1813.0,0,0,0,0,8756.0,1813.0,0.0,1223.0,829.0,4891.0,25.341,344,3.44,3036.0,30.36,5.1645,1.0329000000000002,4.131600000000001,12.23,15.67,0.7835000000000001,3.3481000000000005,False
