,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,LOST_PATIENCE,nP
sum,395.0,40608.0,3358.0,4697.0,149445.0,29911.0,102863.0,2870886.0,1564.0,0.0,0.0,0.0,0.0,0.0,40608.0,132774.0,6656.0,243.0,400
mean,0.9875,101.52,8.395,11.7425,373.6125,74.7775,257.1575,7177.215,3.91,0.0,0.0,0.0,0.0,0.0,101.52,331.935,16.64,0.6075,400
std,3.586013452457061,156.72150034911994,10.907401317856236,14.641452252428731,300.68491129994976,134.05543683159692,928.9289451603075,4372.098265350369,4.879695540853811,0.0,0.0,0.0,0.0,0.0,156.72150034911994,969.4557426036364,21.017367206926203,0.48891855495926784,400
