,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,LOSES_PATIENCE,TRAVEL,WAIT,OPERATIONS,nP
sum,6000.0,115570.0,6910.0,12000.0,56842.0,691616.0,2078311.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,115570.0,748458.0,22000.0,400
mean,15.0,288.925,17.275,30.0,142.105,1729.04,5195.7775,10.0,0.0,0.0,0.0,0.0,0.0,0.0,288.925,1871.145,55.0,400
std,0.0,165.8086265143234,4.458033215485932,0.0,508.92256721780285,3601.4520294182025,4842.436153191707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.8086265143234,3700.2917203938173,0.0,400
