,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,LOSES_PATIENCE,TRAVEL,WAIT,OPERATIONS,nP
sum,1500.0,29938.0,1870.0,3000.0,16335.0,103858.0,627138.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,29938.0,120193.0,5500.0,100
mean,15.0,299.38,18.7,30.0,163.35,1038.58,6271.38,10.0,0.0,0.0,0.0,0.0,0.0,0.0,299.38,1201.93,55.0,100
std,0.0,172.44046139834097,3.379976689896315,0.0,163.90132378780206,3138.358450083757,4885.66246819521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.44046139834097,3221.3706545569084,0.0,100
