,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,LOSES_PATIENCE,TRAVEL,WAIT,OPERATIONS,nP
sum,1500.0,26453.0,1930.0,3000.0,20857.0,29135.0,678066.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,26453.0,49992.0,5500.0,100
mean,15.0,264.53,19.3,30.0,208.57,291.35,6780.66,10.0,0.0,0.0,0.0,0.0,0.0,0.0,264.53,499.92,55.0,100
std,0.0,143.77791902792308,2.564323999762429,0.0,994.5379441344772,1346.4536613345474,4320.98730351892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.77791902792308,1707.5135723021242,0.0,100
