,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,LOSES_PATIENCE,TRAVEL,WAIT,OPERATIONS,nP
sum,1500.0,25729.0,1860.0,3000.0,10169.0,118963.0,620095.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,25729.0,129132.0,5500.0,100
mean,15.0,257.29,18.6,30.0,101.69,1189.63,6200.95,10.0,0.0,0.0,0.0,0.0,0.0,0.0,257.29,1291.32,55.0,100
std,0.0,155.51688303554346,3.4873508801977726,0.0,98.22080824202767,3287.438475531374,4428.057495030177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.51688303554346,3335.914179309349,0.0,100
