,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,nP
sum,1725.0,26431.0,2320.0,3480.0,51660.0,18209.0,352.0,1442867.0,1160.0,0.0,0.0,0.0,0.0,0.0,26431.0,18561.0,6365.0,200
mean,8.625,132.155,11.6,17.4,258.3,91.045,1.76,7214.335,5.8,0.0,0.0,0.0,0.0,0.0,132.155,92.805,31.825,200
std,7.433752645330607,143.3266675926573,9.89594099826823,14.843911497402347,304.3001856967481,706.9494611911038,24.89015869776647,4177.212403035711,4.947970499134115,0.0,0.0,0.0,0.0,0.0,143.3266675926573,707.9247873167652,27.17049047705652,200
