,nRIDES,nREJECTED,OUT,STARTS_DAY,OPENS_APP,RECEIVES_REQUEST,ACCEPTS_REQUEST,REJECTS_REQUEST,IS_ACCEPTED_BY_TRAVELLER,IS_REJECTED_BY_TRAVELLER,ARRIVES_AT_PICKUP,MEETS_TRAVELLER_AT_PICKUP,DEPARTS_FROM_PICKUP,ARRIVES_AT_DROPOFF,CONTINUES_SHIFT,STARTS_REPOSITIONING,REPOSITIONED,DECIDES_NOT_TO_DRIVE,ENDS_SHIFT,TRAVEL,WAIT,CRUISE,OPERATIONS,IDLE,PAX_KM,TTRAV,DIST,DRIVING_TIME,DRIVING_DIST,FARE,COMMISSION,REVENUE,PICKUP_DIST,TRAVEL_DIST,OPERATING_COST,PROFIT,nV
sum,198.0,0.0,0.0,0.0,0.0,340679.0,2349.0,0.0,6478.0,0.0,34487.0,0.0,5858.0,41733.0,0.0,0.0,0.0,0.0,414961.0,41733.0,0.0,34487.0,14685.0,324056.0,535.717,11476.0,114.75999999999999,76220.0,762.2,172.3905,34.478100000000005,137.9124,344.86999999999995,459.63,22.9815,114.93090000000001,40
mean,4.95,0.0,0.0,0.0,0.0,8516.975,58.725,0.0,161.95,0.0,862.175,0.0,146.45,1043.325,0.0,0.0,0.0,0.0,10374.025,1043.325,0.0,862.175,367.125,8101.4,13.392925,286.9,2.8689999999999998,1905.5,19.055,4.3097625,0.8619525000000001,3.4478099999999996,8.621749999999999,11.49075,0.5745375,2.8732725,40
std,3.4190267021103518,0.0,0.0,0.0,0.0,3417.095561479376,37.95272869484637,0.0,146.73400843284162,0.0,2205.839451668789,0.0,101.11758831512283,660.6747672470344,0.0,0.0,0.0,0.0,4950.842122034159,660.6747672470344,0.0,2205.839451668789,264.28589681708377,6546.685243850608,9.229479676384518,140.27789269691493,1.4027789269691493,2306.016856744491,23.060168567444915,2.105471029544221,0.4210942059088441,1.6843768236353764,22.058394516687883,21.77479493117838,1.0887397465589193,2.1567900287693096,40
