,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,LOSES_PATIENCE,TRAVEL,WAIT,OPERATIONS,LOST_PATIENCE,nP
sum,1500.0,27622.0,2134.0,2978.0,11391.0,85256.0,690048.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,27622.0,96647.0,5478.0,0.0,100
mean,15.0,276.22,21.34,29.78,113.91,852.56,6900.48,10.0,0.0,0.0,0.0,0.0,0.0,0.0,276.22,966.47,54.78,0.0,100
std,0.0,149.16945688942783,5.148737218920281,2.2,96.48489649953122,2726.6920881974156,4830.383449822926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.16945688942783,2739.2878764010875,2.2,0.0,100
