,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,LOSES_PATIENCE,TRAVEL,WAIT,OPERATIONS,LOST_PATIENCE,nP
sum,1488.0,24517.0,2186.0,2999.0,8415.0,91209.0,633895.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,24517.0,99624.0,5487.0,1.0,100
mean,14.88,245.17,21.86,29.99,84.15,912.09,6338.95,10.0,0.0,0.0,0.0,0.0,0.0,0.0,245.17,996.24,54.87,0.01,100
std,0.8442317648177382,118.25721452781977,4.913432423654383,0.09999999999999998,84.87832943738236,2776.073628309952,4640.21621617229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.25721452781977,2781.0361782340165,0.8487066809581685,0.09999999999999999,100
