,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,LOSES_PATIENCE,TRAVEL,WAIT,OPERATIONS,LOST_PATIENCE,nP
sum,1500.0,26417.0,2195.0,2981.0,8365.0,87935.0,593087.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,26417.0,96300.0,5481.0,0.0,100
mean,15.0,264.17,21.95,29.81,83.65,879.35,5930.87,10.0,0.0,0.0,0.0,0.0,0.0,0.0,264.17,963.0,54.81,0.0,100
std,0.0,147.43887999212873,5.069965034844466,1.899999999999999,78.33267246658686,2667.4882915119865,4616.249622679528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.43887999212873,2672.346897278484,1.8999999999999992,0.0,100
