,nRIDES,nREJECTED,OUT,STARTS_DAY,OPENS_APP,RECEIVES_REQUEST,ACCEPTS_REQUEST,REJECTS_REQUEST,IS_ACCEPTED_BY_TRAVELLER,IS_REJECTED_BY_TRAVELLER,ARRIVES_AT_PICKUP,MEETS_TRAVELLER_AT_PICKUP,DEPARTS_FROM_PICKUP,ARRIVES_AT_DROPOFF,CONTINUES_SHIFT,STARTS_REPOSITIONING,REPOSITIONED,DECIDES_NOT_TO_DRIVE,ENDS_SHIFT,TRAVEL,WAIT,CRUISE,OPERATIONS,IDLE,PAX_KM,TTRAV,DIST,DRIVING_TIME,DRIVING_DIST,FARE,COMMISSION,REVENUE,PICKUP_DIST,TRAVEL_DIST,OPERATING_COST,PROFIT,nV
sum,68.0,0.0,0.0,0.0,0.0,176417.0,1020.0,0.0,1313.0,0.0,5258.0,0.0,2040.0,15460.0,0.0,0.0,0.0,0.0,230472.0,15460.0,0.0,5258.0,4373.0,205381.0,154.913,5840.0,58.4,20718.0,207.17999999999998,87.75150000000001,17.5503,70.2012,52.58,110.98000000000002,5.5489999999999995,64.6522,20
mean,3.4,0.0,0.0,0.0,0.0,8820.85,51.0,0.0,65.65,0.0,262.9,0.0,102.0,773.0,0.0,0.0,0.0,0.0,11523.6,773.0,0.0,262.9,218.65,10269.05,7.74565,292.0,2.92,1035.9,10.358999999999998,4.387575,0.877515,3.51006,2.629,5.549000000000001,0.27745,3.2326099999999998,20
std,1.535543791899829,0.0,0.0,0.0,0.0,3005.520346838989,23.033156878497433,0.0,29.745012850454177,0.0,196.96163131566087,0.0,46.066313756994866,391.1393613534695,0.0,0.0,0.0,0.0,3306.4569429813346,391.1393613534695,0.0,196.96163131566087,98.5320012136052,3694.922041411058,3.9172560787931783,115.97685794565814,1.1597685794565815,556.4377205421154,5.564377205421154,1.7395021162677553,0.3479004232535511,1.3916016930142043,1.9696163131566087,2.0848498620688307,0.10424249310344152,1.3559283379992741,20
