,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,LOSES_PATIENCE,TRAVEL,WAIT,OPERATIONS,nP
sum,6000.0,118006.0,6870.0,12000.0,50521.0,766249.0,2150056.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,118006.0,816770.0,22000.0,400
mean,15.0,295.015,17.175,30.0,126.3025,1915.6225,5375.14,10.0,0.0,0.0,0.0,0.0,0.0,0.0,295.015,2041.925,55.0,400
std,0.0,183.17696163323313,4.507790527364442,0.0,152.82252059415805,3852.798808221803,4924.29865447824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.17696163323313,3929.2236275329124,0.0,400
