,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,LOSES_PATIENCE,TRAVEL,WAIT,OPERATIONS,LOST_PATIENCE,nP
sum,1490.0,26981.0,2260.0,2978.0,11480.0,135010.0,586233.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,26981.0,146490.0,5468.0,0.0,100
mean,14.9,269.81,22.6,29.78,114.8,1350.1,5862.33,10.0,0.0,0.0,0.0,0.0,0.0,0.0,269.81,1464.9,54.68,0.0,100
std,0.7035264706814487,150.01425487821706,5.662208585049306,2.0079639418872026,100.7385855879594,3505.54043874504,4497.061206617118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.01425487821706,3520.1864749160404,2.117173644844523,0.0,100
