,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,RECEIVES_OFFER,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,nP
sum,735.0,9386.0,980.0,1410.0,31365.0,2590.0,169452.0,470.0,0.0,0.0,0.0,0.0,0.0,0.0,9386.0,2590.0,2615.0,100
mean,7.35,93.86,9.8,14.1,313.65,25.9,1694.52,4.7,0.0,0.0,0.0,0.0,0.0,0.0,93.86,25.9,26.15,100
std,7.536275906935371,120.76323107551394,10.048367875913828,15.048406741397757,308.9873121843502,41.882592030001135,955.2693044583837,5.01613558046592,0.0,0.0,0.0,0.0,0.0,0.0,120.76323107551394,41.882592030001135,27.3847908094396,100
