,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,RECEIVES_OFFER,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,nP
sum,705.0,9176.0,940.0,1410.0,32595.0,2824.0,176049.0,470.0,0.0,0.0,0.0,0.0,0.0,0.0,9176.0,2824.0,2585.0,100
mean,7.05,91.76,9.4,14.1,325.95,28.24,1760.49,4.7,0.0,0.0,0.0,0.0,0.0,0.0,91.76,28.24,25.85,100
std,7.524203370698879,133.9463272578184,10.03227116093184,15.048406741397757,308.492338198654,50.08742256285403,1002.2369172420402,5.01613558046592,0.0,0.0,0.0,0.0,0.0,0.0,133.9463272578184,50.08742256285403,27.588745692562558,100
