,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,RECEIVES_OFFER,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,nP
sum,765.0,9349.0,1020.0,1530.0,30135.0,3301.0,179292.0,510.0,0.0,0.0,0.0,0.0,0.0,0.0,9349.0,3301.0,2805.0,100
mean,7.65,93.49,10.2,15.3,301.35,33.01,1792.92,5.1,0.0,0.0,0.0,0.0,0.0,0.0,93.49,33.01,28.05,100
std,7.536275906935371,130.66817369260818,10.04836787591383,15.072551813870742,308.9873121843502,71.51696768366699,1011.5057251045057,5.024183937956915,0.0,0.0,0.0,0.0,0.0,0.0,130.66817369260818,71.51696768366699,27.633011658763028,100
