0,100,200,300,400,500
10,35.3376,51.9951,36.3795,837.114,900.8
20,95.2038,66.354,84.9174,1055.67,1100.25
30,107.0373,127.47,124.2468,948,1200.3
40,120.4188,158.4873,144.5085,980.23,1250.69
50,145.0638,188.8878,222.3201,1000.1,1190.01
