0,100,200,300,400,500
10,44.1801,36.1686,51.5613,889.98,810.23
20,77.7801,85.7778,73.83,950.55,1050.25
30,90.8097,123.4758,107.9316,855.23,1100.23
40,129.4488,145.4226,171.7083,900.25,1150.23
50,141.7008,166.6926,165.0423,980.56,1082.25
