,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,LOST_PATIENCE,nP
sum,2925.0,34113.0,3920.0,5880.0,186960.0,17832.0,549.0,3553858.0,1960.0,0.0,0.0,0.0,0.0,0.0,34113.0,18381.0,10765.0,305.0,500
mean,5.85,68.226,7.84,11.76,373.92,35.664,1.098,7107.716,3.92,0.0,0.0,0.0,0.0,0.0,68.226,36.762,21.53,0.61,500
std,7.32357628068952,107.65008130051744,9.773712237517717,14.660568356276576,300.5416513036698,447.1703946234089,24.55202639294769,4096.501547564996,4.886856118758859,0.0,0.0,0.0,0.0,0.0,107.65008130051744,448.1467978920767,26.848664801125704,0.48823841871263474,500
