,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,nP
sum,613.0,41719.0,3628.0,4675.0,86715.0,24796.0,74135.0,493601.0,1560.0,0.0,0.0,0.0,0.0,0.0,41719.0,98931.0,6848.0,300
mean,2.0433333333333334,139.06333333333333,12.093333333333334,15.583333333333334,289.05,82.65333333333334,247.11666666666667,1645.3366666666666,5.2,0.0,0.0,0.0,0.0,0.0,139.06333333333333,329.77,22.826666666666668,300
std,4.9520904226466955,177.69770464568012,12.234250221563844,14.964720682522229,307.4588601242389,136.9363539715402,568.792163100816,1136.4918782316531,5.004345937369794,0.0,0.0,0.0,0.0,0.0,177.69770464568012,624.4799445167786,22.321831677838063,300
