,nRIDES,nREJECTED,OUT,STARTS_DAY,OPENS_APP,RECEIVES_REQUEST,ACCEPTS_REQUEST,REJECTS_REQUEST,IS_ACCEPTED_BY_TRAVELLER,IS_REJECTED_BY_TRAVELLER,ARRIVES_AT_PICKUP,MEETS_TRAVELLER_AT_PICKUP,DEPARTS_FROM_PICKUP,ARRIVES_AT_DROPOFF,CONTINUES_SHIFT,STARTS_REPOSITIONING,REPOSITIONED,DECIDES_NOT_TO_DRIVE,ENDS_SHIFT,TRAVEL,WAIT,CRUISE,OPERATIONS,IDLE,PAX_KM,TTRAV,DIST,DRIVING_TIME,DRIVING_DIST,FARE,COMMISSION,REVENUE,PICKUP_DIST,TRAVEL_DIST,OPERATING_COST,PROFIT,nV
sum,199.0,0.0,0.0,0.0,0.0,350519.0,2985.0,0.0,3712.0,0.0,32671.0,0.0,5970.0,39845.0,0.0,0.0,0.0,0.0,428258.0,39845.0,0.0,32671.0,12667.0,343075.0,399.409,10740.0,107.4,72516.0,725.1600000000001,161.3265,32.2653,129.06119999999999,326.71,434.11,21.7055,107.3557,40
mean,4.975,0.0,0.0,0.0,0.0,8762.975,74.625,0.0,92.8,0.0,816.775,0.0,149.25,996.125,0.0,0.0,0.0,0.0,10706.45,996.125,0.0,816.775,316.675,8576.875,9.985225,268.5,2.685,1812.9,18.129,4.0331625,0.8066325000000001,3.2265299999999995,8.16775,10.85275,0.5426375,2.6838925,40
std,3.2932526202089054,0.0,0.0,0.0,0.0,4211.097283688932,49.39878930313358,0.0,60.44331949682175,0.0,2150.9443064885213,0.0,98.79757860626717,692.4338416051023,0.0,0.0,0.0,0.0,4857.4163806360875,692.4338416051023,0.0,2150.9443064885213,208.3388989000177,6275.341883372183,6.939030333823159,151.05390445560172,1.5105390445560172,2177.9793952546584,21.77979395254658,2.2651967690255623,0.4530393538051125,1.8121574152204496,21.50944306488521,21.49603397975949,1.0748016989879745,2.0820934449567945,40
