,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,LOSES_PATIENCE,TRAVEL,WAIT,OPERATIONS,nP
sum,7449.0,147736.0,8420.0,14940.0,97143.0,1097892.0,2376759.0,4980.0,0.0,0.0,0.0,0.0,0.0,0.0,147736.0,1195035.0,27369.0,500
mean,14.898,295.472,16.84,29.88,194.286,2195.784,4753.518,9.96,0.0,0.0,0.0,0.0,0.0,0.0,295.472,2390.07,54.738,500
std,1.1892959470625446,178.84266440988412,4.653785064961818,1.895464473722018,164.6867926804294,3968.043442664121,4710.34052541924,0.6318214912406722,0.0,0.0,0.0,0.0,0.0,0.0,178.84266440988412,4043.928191193689,2.7872735401418924,500
