,nRIDES,nREJECTED,OUT,STARTS_DAY,OPENS_APP,RECEIVES_REQUEST,ACCEPTS_REQUEST,REJECTS_REQUEST,IS_ACCEPTED_BY_TRAVELLER,IS_REJECTED_BY_TRAVELLER,ARRIVES_AT_PICKUP,MEETS_TRAVELLER_AT_PICKUP,DEPARTS_FROM_PICKUP,ARRIVES_AT_DROPOFF,CONTINUES_SHIFT,STARTS_REPOSITIONING,REPOSITIONED,DECIDES_NOT_TO_DRIVE,ENDS_SHIFT,TRAVEL,WAIT,CRUISE,OPERATIONS,IDLE,PAX_KM,REVENUE,nV
sum,10.0,0.0,0.0,0.0,0.0,3663.0,120.0,0.0,160.0,0.0,2305.0,0.0,300.0,1500.0,0.0,0.0,0.0,0.0,24349.0,1500.0,0.0,2305.0,580.0,19964.0,21.579,21.579,3
mean,3.3333333333333335,0.0,0.0,0.0,0.0,1221.0,40.0,0.0,53.333333333333336,0.0,768.3333333333334,0.0,100.0,500.0,0.0,0.0,0.0,0.0,8116.333333333333,500.0,0.0,768.3333333333334,193.33333333333334,6654.666666666667,7.1930000000000005,7.1930000000000005,3
std,1.1547005383792515,0.0,0.0,0.0,0.0,884.6699949698758,8.660254037844387,0.0,11.547005383792515,0.0,289.12338773148974,0.0,34.64101615137755,198.77877150239158,0.0,0.0,0.0,0.0,1317.6988780951942,198.77877150239158,0.0,289.12338773148974,54.84827557301445,1761.9989595153947,3.5359048346922464,3.5359048346922464,3
