,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,RECEIVES_OFFER,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,nP
sum,1560.0,24048.0,2080.0,3090.0,59040.0,43305.0,1329330.0,1030.0,0.0,0.0,0.0,0.0,0.0,0.0,24048.0,43305.0,5680.0,200
mean,7.8,120.24,10.4,15.45,295.2,216.525,6646.65,5.15,0.0,0.0,0.0,0.0,0.0,0.0,120.24,216.525,28.4,200
std,7.5128031423215385,147.20891523144275,10.017070856428717,15.030872751719773,308.0249288351831,1211.6362371731689,4215.423926713605,5.010290917239924,0.0,0.0,0.0,0.0,0.0,0.0,147.20891523144275,1211.6362371731689,27.49947464093884,200
