,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,LOSES_PATIENCE,TRAVEL,WAIT,OPERATIONS,LOST_PATIENCE,nP
sum,2956.0,52989.0,4527.0,5946.0,14890.0,281330.0,1116516.0,1990.0,0.0,0.0,0.0,0.0,0.0,0.0,52989.0,296220.0,10892.0,1.0,200
mean,14.78,264.945,22.635,29.73,74.45,1406.65,5582.58,9.95,0.0,0.0,0.0,0.0,0.0,0.0,264.945,1481.1,54.46,0.005,200
std,1.6447266119755897,156.40095353395918,5.931923260447593,2.430356592319149,87.9652026907351,3388.0437912098746,4439.356884882853,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,156.40095353395918,3402.6587077470804,3.45806173380029,0.07071067811865475,200
