,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,LOSES_PATIENCE,TRAVEL,WAIT,OPERATIONS,LOST_PATIENCE,nP
sum,2976.0,54048.0,4545.0,5852.0,17888.0,275101.0,1144718.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,54048.0,292989.0,10828.0,0.0,200
mean,14.88,270.24,22.725,29.26,89.44,1375.505,5723.59,10.0,0.0,0.0,0.0,0.0,0.0,0.0,270.24,1464.945,54.14,0.0,200
std,1.1969811272929398,155.07972467419822,5.932567046295724,4.035321436450557,101.425995498265,3216.786303219082,4610.609569777583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.07972467419822,3236.638381412909,4.187850337853695,0.0,200
