,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,LOSES_PATIENCE,TRAVEL,WAIT,OPERATIONS,nP
sum,6000.0,123439.0,6810.0,12000.0,82773.0,866258.0,2099157.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,123439.0,949031.0,22000.0,400
mean,15.0,308.5975,17.025,30.0,206.9325,2165.645,5247.8925,10.0,0.0,0.0,0.0,0.0,0.0,0.0,308.5975,2372.5775,55.0,400
std,0.0,176.35675421043305,4.577308640015978,0.0,712.8262594307854,3942.676133886318,4811.772497986028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.35675421043305,4057.9355485621577,0.0,400
