,nRIDES,nREJECTED,OUT,STARTS_DAY,OPENS_APP,RECEIVES_REQUEST,ACCEPTS_REQUEST,REJECTS_REQUEST,IS_ACCEPTED_BY_TRAVELLER,IS_REJECTED_BY_TRAVELLER,ARRIVES_AT_PICKUP,MEETS_TRAVELLER_AT_PICKUP,DEPARTS_FROM_PICKUP,ARRIVES_AT_DROPOFF,CONTINUES_SHIFT,STARTS_REPOSITIONING,REPOSITIONED,DECIDES_NOT_TO_DRIVE,ENDS_SHIFT,TRAVEL,WAIT,CRUISE,OPERATIONS,IDLE,PAX_KM,TTRAV,DIST,DRIVING_TIME,DRIVING_DIST,FARE,COMMISSION,REVENUE,PICKUP_DIST,TRAVEL_DIST,OPERATING_COST,PROFIT,LOST_PATIENCE,nV
sum,100.0,0.0,0.0,0.0,0.0,89040.0,1335.0,0.0,2907.0,0.0,12672.0,0.0,2977.0,22257.0,0.0,0.0,0.0,0.0,84802.0,22257.0,0.0,12672.0,7219.0,42654.0,250.56000000000003,2500.0,24.999999999999996,34929.0,349.2900000000001,37.567499999999995,7.5135000000000005,30.054,126.72,151.72,7.586,22.468,0.0,10
mean,10.0,0.0,0.0,0.0,0.0,8904.0,133.5,0.0,290.7,0.0,1267.2,0.0,297.7,2225.7,0.0,0.0,0.0,0.0,8480.2,2225.7,0.0,1267.2,721.9,4265.4,25.056000000000004,250.0,2.4999999999999996,3492.9,34.92900000000001,3.7567499999999994,0.7513500000000001,3.0054,12.672,15.172,0.7586,2.2468,0.0,10
std,3.1269438398822866,0.0,0.0,0.0,0.0,1605.7783159577166,40.28026812224566,0.0,161.20452847237263,0.0,532.6668335419013,0.0,94.90117666990928,662.2327637117733,0.0,0.0,0.0,0.0,1617.953151361312,662.2327637117733,0.0,532.6668335419013,275.4404351821521,2539.2710765099496,8.17276970596056,138.27990936261614,1.3827990936261614,1139.8883424850583,11.398883424850583,2.072915127302611,0.4145830254605222,1.658332101842089,5.326668335419013,5.507112169226668,0.2753556084613334,1.6109893661280876,0.0,10
