,nRIDES,nREJECTED,OUT,STARTS_DAY,OPENS_APP,RECEIVES_REQUEST,ACCEPTS_REQUEST,REJECTS_REQUEST,IS_ACCEPTED_BY_TRAVELLER,IS_REJECTED_BY_TRAVELLER,ARRIVES_AT_PICKUP,MEETS_TRAVELLER_AT_PICKUP,DEPARTS_FROM_PICKUP,ARRIVES_AT_DROPOFF,CONTINUES_SHIFT,STARTS_REPOSITIONING,REPOSITIONED,DECIDES_NOT_TO_DRIVE,ENDS_SHIFT,TRAVEL,WAIT,CRUISE,OPERATIONS,IDLE,PAX_KM,TTRAV,DIST,DRIVING_TIME,DRIVING_DIST,FARE,COMMISSION,REVENUE,PICKUP_DIST,TRAVEL_DIST,OPERATING_COST,PROFIT,LOST_PATIENCE,nV
sum,100.0,0.0,0.0,0.0,0.0,71900.0,1260.0,0.0,3060.0,0.0,33903.0,0.0,2975.0,23565.0,0.0,0.0,0.0,0.0,79327.0,23565.0,0.0,33903.0,7295.0,14564.0,280.3,2765.0,27.65,57468.0,574.6800000000001,41.5575,8.3115,33.245999999999995,339.03,366.68,18.334000000000003,14.911999999999997,0.0,10
mean,10.0,0.0,0.0,0.0,0.0,7190.0,126.0,0.0,306.0,0.0,3390.3,0.0,297.5,2356.5,0.0,0.0,0.0,0.0,7932.7,2356.5,0.0,3390.3,729.5,1456.4,28.03,276.5,2.7649999999999997,5746.8,57.468,4.155749999999999,0.83115,3.3245999999999993,33.903,36.668,1.8334000000000004,1.4911999999999996,0.0,10
std,3.5276684147527875,0.0,0.0,0.0,0.0,2897.201484958277,43.70354676682432,0.0,144.34295579933539,0.0,3768.7771683192473,0.0,105.62749010871491,791.4278587183771,0.0,0.0,0.0,0.0,1445.1208369314081,791.4278587183771,0.0,3768.7771683192473,278.1419501701324,4199.796508297885,9.869070214001361,63.3197353823347,0.6331973538233471,3315.783058176287,33.157830581762866,0.948761627069729,0.1897523254139458,0.7590093016557832,37.68777168319247,37.289313273972276,1.8644656636986139,2.411811020328454,0.0,10
