,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,RECEIVES_OFFER,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,nP
sum,2790.0,35637.0,3720.0,5580.0,131610.0,22884.0,2771129.0,1860.0,0.0,0.0,0.0,0.0,0.0,0.0,35637.0,22884.0,10230.0,400
mean,6.975,89.0925,9.3,13.95,329.025,57.21,6927.8225,4.65,0.0,0.0,0.0,0.0,0.0,0.0,89.0925,57.21,25.575,400
std,7.490972009968756,118.94110479466062,9.987962679958342,14.981944019937512,307.129852408719,500.27180672260937,4170.743066326074,4.993981339979171,0.0,0.0,0.0,0.0,0.0,0.0,118.94110479466062,500.27180672260937,27.466897369885437,400
