,nRIDES,nREJECTED,OUT,STARTS_DAY,OPENS_APP,RECEIVES_REQUEST,ACCEPTS_REQUEST,REJECTS_REQUEST,IS_ACCEPTED_BY_TRAVELLER,IS_REJECTED_BY_TRAVELLER,ARRIVES_AT_PICKUP,MEETS_TRAVELLER_AT_PICKUP,DEPARTS_FROM_PICKUP,ARRIVES_AT_DROPOFF,CONTINUES_SHIFT,STARTS_REPOSITIONING,REPOSITIONED,DECIDES_NOT_TO_DRIVE,ENDS_SHIFT,TRAVEL,WAIT,CRUISE,OPERATIONS,IDLE,PAX_KM,TTRAV,DIST,DRIVING_TIME,DRIVING_DIST,FARE,COMMISSION,REVENUE,PICKUP_DIST,TRAVEL_DIST,OPERATING_COST,PROFIT,LOST_PATIENCE,nV
sum,100.0,0.0,0.0,0.0,0.0,83168.0,1269.0,0.0,3778.0,0.0,12219.0,0.0,3000.0,21990.0,0.0,0.0,0.0,0.0,90566.0,21990.0,0.0,12219.0,8047.0,48310.0,266.198,2173.0,21.73,34209.0,342.09,32.67,6.534,26.136,122.19000000000001,143.92000000000002,7.1960000000000015,18.939999999999998,0.0,10
mean,10.0,0.0,0.0,0.0,0.0,8316.8,126.9,0.0,377.8,0.0,1221.9,0.0,300.0,2199.0,0.0,0.0,0.0,0.0,9056.6,2199.0,0.0,1221.9,804.7,4831.0,26.619799999999998,217.3,2.173,3420.9,34.208999999999996,3.2670000000000003,0.6534,2.6136,12.219000000000001,14.392000000000001,0.7196000000000001,1.8939999999999997,0.0,10
std,3.972125095937662,0.0,0.0,0.0,0.0,2019.713224968117,57.237225649047666,0.0,208.89646558363148,0.0,556.8840792999723,0.0,119.16375287812986,907.947869281785,0.0,0.0,0.0,0.0,3214.445872412019,907.947869281785,0.0,556.8840792999723,348.3870931401832,4754.42549397693,10.538891727522607,136.23023811833326,1.3623023811833324,1426.5930238002552,14.26593023800255,2.044902075895078,0.4089804151790156,1.6359216607160625,5.568840792999722,6.024477478494619,0.301223873924731,1.5294433090361848,0.0,10
